"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number"," Amount ","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Number"
"818","Defra","EA",2013-02-25,"Professional Services Other","NE North East Area Manager","Tees Rivers Charitable Trust","1156864",40900,"Habitat improvements throughout the River Leven and its tributaries - March 2013.","DL12 8NA","","","RENE960037","Project",""
"819","Defra","EA",2013-02-01,"Professional Services Other","E and B Climate Change and Communities","Climate Partnership UK CIC","1148172",132264,"Health Boards - Collaborative agreement with Climate Partnership UK","GU1 1YA","","","EBPCC11003","Administration",""
"820","Defra","EA",2013-02-07,"Professional Services Other","SE North East Thames - Ops Delivery","Land & Water Services Ltd","1148771",65073.08,"Heavy River Maintenance works 2012-2013 Dredging sites ","GU5 9AF","","30343164","RESE500008","Project",""
"821","Defra","EA",2013-02-25,"Professional Services Other","AN Northern-AEM - Northampton/Kettering","Hydrock Consultants Ltd","1154742",30958.56,"Helpston Remediation Project - operation and maintenance charges","BS32 4DF","","30177470","REAN001571","Project",""
"822","Defra","EA",2013-02-25,"Professional Services Other","HO Capital WiP","Hydrock Consultants Ltd","1154740",30963.35,"Helpston Remediation Project - Remediation | Helpston - Pathway one borehole","BS32 4DF","","30177470","HOOP000050","Project",""
"823","Defra","EA",2013-02-05,"Professional Services Other","NW North-PACS","Freshwater Biological Association","1148818",30105.6,"Historic Archives Project","LA22 0LP","","","RENW002090","Project",""
"824","Defra","EA",2013-02-25,"Professional Services Other","SW Wessex-Area Mgr | AN Eastern-AEM - Monitoring","R S Aqua Ltd","1155689",35252.4,"Hydroacoustic receivers and associated equipment","GU34 3PL","","","RESW001256 | REAN001551","Administration",""
"825","Defra","EA",2013-02-07,"Professional Services Other","MI East-Ops Delivery - 2","ECS Engineering Services Ltd","1148888",31200,"Install new covers to River Leen outfall culvert","NG16 6LE","","30312221","REMI001683","Project",""
"826","Defra","EA",2013-02-01,"Professional Services Other","E and B Land and Water","West Dorset District Council","1147388",41406.16,"Installation of smart sponge plus in-surface water drainage system, Lyme Regis","DT1 1UZ","","","EBPLW12003","Project",""
"827","Defra","EA",2013-02-21,"Professional Services Other","HO Capital WiP","ECS Engineering Services Ltd","1148893",29400,"Installation of solar photovoltaic panels at National Laboratory Service","NG16 6LE","","30231661","HOHRIEM002","Project",""
"828","Defra","EA",2013-02-19,"Professional Services Other","MI West-AEM - 1","Ensis Ltd","1153760",43497,"Invertebrate Analyses","WC1H 0AP","","30276713","REMI001239","Project",""
"829","Defra","EA",2013-02-01,"Professional Services Other","NW Capital WiP","Soil Mechanics","1144548",57524.33,"Jacks Key Reservoir works","DE15 0XD","","30309583","IMNW000378","Project",""
"830","Defra","EA",2013-02-07,"Professional Services Other","E and B Land and Water","Ribble Catchment Conservation Trust","1148840",130000,"Keeping Rivers Cool (Ribble Pilot) with Ribble Catchment Conservation Trust","BB7 4QF","","","EBPLW12030","Project",""
"831","Defra","EA",2013-02-05,"Professional Services Other","SE NET FCRM Ops West","J Breheny Contractors Ltd","1149176",35757.6,"Light Watercourse Maintenance - North East Thames West ","IP6 8NH","","30343159","RESE500075","Project",""
"832","Defra","EA",2013-02-25,"Professional Services Other","AN Central-Ops Delivery","BAM Nuttall Ltd","1156695",72693.88,"Little Ouse Bank Rutting Repairs","GU15 3XW","","30255861","FRA02S025","Project",""
"833","Defra","EA",2013-02-25,"Professional Services Other","WA Capital WiP | WA South West-AEM - EM Monitoring","Dyer & Butler Ltd","1156669",38086.32,"Llanbadarn River Repairs - Valuation No. 1","SA1 2NX","","40018495","IMWA001267 | OOWA100001","Project",""
"834","Defra","EA",2013-02-12,"Professional Services Other","NW RSU Mgr","ENWORKS","1152076",35235.91,"Local Enterprise Partnerships Support Programme Collaboration to March 2013","M1 5JW","","","RENW001999","Project",""
"835","Defra","EA",2013-02-01,"Professional Services Other","AN Capital WiP","White Young Green","1147523",45244.49,"Louth Flood Alleviation Scheme ","LS6 2WQ","","30309584","IMAN002230","Project",""
"836","Defra","EA",2013-02-25,"Professional Services Other","MI Planning and Performance","ECS Engineering Services Ltd","1154686",44868.24,"Lyndsey Sea Gate refurbishment","NG16 6LE","","30312221","REMI001827","Project",""
"837","Defra","EA",2013-02-12,"Professional Services Other","AN Capital WiP","EDI Surveys Ltd","1150979",32460,"Mablethorpe <U+0096> Skegness. Survey 540 <U+0091>scheme<U+0092> beach normal profiles spaced at 50m intervals, including the supply of digital data and survey reports","IP2 0AH","","30352199","IMAN002290","Project",""
"838","Defra","EA",2013-02-19,"Professional Services Other","MI Planning and Performance","Shropshire Wildlife Trust","1152922",74800,"Magnificent Severn Project, Shropshire Wildlife Trust","SY2 6AH","","","REMI001521","Project",""
"839","Defra","EA",2013-02-19,"Professional Services Other","MI Planning and Performance","Worcestershire Wildlife Trust","1154086",33814.8,"Magnificent Severn Project, Worcestershire Wildlife Trust","WR3 8SZ","","","REMI001558","Project",""
"840","Defra","EA",2013-02-07,"Professional Services Other","HO Flood Warning Systems","NERC","1149319",80850,"Maintenance of UK Coastal Management tide gauge network","SN2 1EU","","","","Project",""
"841","Defra","EA",2013-02-12,"Professional Services Other","SE North East Thames - Ops Delivery","Canal & River Trust","1151095",3e+05,"Maintenance to Rivers Lee and Stort","LS9 8PB","","","FRA17S060","Project",""
"842","Defra","EA",2013-02-14,"Professional Services Other","NE Yorkshire Area Manager","Forest Research","1153159",28499,"Mapping of woodland creation opportunities","GU10 4LH","","","RENE970028","Project",""
"843","Defra","EA",2013-02-01,"Professional Services Other","SW Wessex-Ops Delivery","Nomenca Ltd","1148981",100794.72,"Mechanical and Electrical Repairs during January 2013 following Winter Flooding across Wessex","NG17 2HW","","30346254","RESW001281","Project",""
"844","Defra","EA",2013-02-07,"Professional Services Other","WA South West-MEICA","Integral UK Ltd","1150417",35013.79,"Mechanical and Electrical services. North Wales","BS32 4SG","","40023791","REWA100003","Administration",""
"845","Defra","EA",2013-02-07,"Professional Services Other","SE North East Thames - AEM East","London Borough Of Haringey","1148654",2e+05,"Moselle Brook habitat enhancement funding. Transfer of funds from Olympic Delivery Authority to London Borough of Haringey.","N22 7TR","","","","Administration",""
"846","Defra","EA",2013-02-12,"Professional Services Other","NW South-Ops Delivery","Aquatic Control Engineering Ltd","1152118",32340,"New Flap Valve to replace existing flap at Gilpin Bridge","DN22 0HR","","30203263","RENW001893","Project",""
"847","Defra","EA",2013-02-01,"Professional Services Other","NE Yorkshire Area Ops Delivery","Amco Engineering","1145665",45088.73,"North East Regional Mechanical & Electrical Maintenance of Fixed Plant & Systems ","S75 1HT","","30244069","RENE790106","Administration",""
"848","Defra","EA",2013-02-01,"Professional Services Other","NE Yorkshire Area Ops Delivery","Amco Engineering","1145671",46751.26,"North East Regional Mechanical & Electrical Maintenance of Fixed Plant & Systems ","S75 1HT","","30244069","RENE790106","Administration",""
"849","Defra","EA",2013-02-19,"Professional Services Other","NE Yorkshire Area Ops Delivery","Amco Engineering","1154574",44298.22,"North East Regional Mechanical & Electrical Maintenance of Fixed Plant & Systems ","S75 1HT","","30244069","RENE790106","Administration",""
"850","Defra","EA",2013-02-19,"Professional Services Other","NE Yorkshire Area Ops Delivery","Amco Engineering","1154575",38443.82,"North East Regional Mechanical & Electrical Maintenance of Fixed Plant & Systems ","S75 1HT","","30244069","RENE790106","Administration",""
"851","Defra","EA",2013-02-01,"Professional Services Other","National Accomodation Change Fund","Gelder Ltd","1147268",37812.46,"Office refurbishment Nene House","LN1 2DS","","30199819","HORES00101","Project",""
"852","Defra","EA",2013-02-05,"Professional Services Other","SE West Thames - AEM East","Hart District Council","1147705",90000,"Partnership contribution for Fleet Pond Project - 1st Nov 12 - 31st Mar 13","GU51 4AE","","","RESE000236","Project",""
"853","Defra","EA",2013-02-19,"Professional Services Other","AN Nthn FCRM Ops W&N | AN Eastern-Ops Del (Norfolk & Suffolk) | AN Central-Ops Delivery","Fugro Seacore Ltd","1154282",83556.48,"Bridge Assessments and Investigation","OX10 9RB","","30309576","REAN001207 | REAN001245 | REAN001075","Project",""
"854","Defra","EA",2013-02-19,"Professional Services Other","AN Eastern-Ops Del (Norfolk & Suffolk) | AN Central-Ops Delivery","Fugro Seacore Ltd","1154288",69592.2,"Bridge Assessments and Investigation Anglian Region","OX10 9RB","","30309576","REAN001245 | REAN001075","Project",""
"855","Defra","EA",2013-02-05,"Professional Services Other","SW Capital WiP","May Gurney Ltd","1146445",51953.4,"Pipe Crossing Road Ramps ","NR14 8SZ","","30346257","IMSW002002","Project",""
"856","Defra","EA",2013-02-05,"Professional Services Other","AN Central-AEM - Ely","Energy Solutions EU Services Ltd","1148853",762600,"Planning, preparation, packing, consigning, transport and disposal of f 22 x Tritium Storage Beds in December for Brampton","SN5 6NX","","","REAN001758","Project",""
"857","Defra","EA",2013-02-12,"Professional Services Other","HO Fleet - EA Wales","Hitachi Capital Commercial Vehicle Services","1152953",37357.78,"Plant - Service, Repair & Maintenance 2012/13","BA14 8QU","","40032786","","Administration",""
"858","Defra","EA",2013-02-05,"Professional Services Other","MI West - Flood Risk","ECS Engineering Services Ltd","1148468",78389.14,"Provide labour for the flood event at Kempsey Pumping Station","NG16 6LE","","30312221","REMI001817","Project",""
"859","Defra","EA",2013-02-14,"Professional Services Other","NE Yorkshire Area South and West Yorks FRM","White Young Green","1152935",56413.3,"Provide site investigation re. Hensall mining subsidence","LS6 2WQ","","30309584","EXNE000019","Project",""
"860","Defra","EA",2013-02-14,"Professional Services Other","WA Capital WiP","Morgan LaRoche Ltd","1153426",25000,"Purchase of land at Crofty, Llanmorlais Vend","SA7 9YT","","","IMWA001108","Project",""
"861","Defra","EA",2013-02-19,"Professional Services Other","AN Central-Ops Delivery","Jacobs LES Ltd","1151061",43200,"Reactive Maintenance of Mechanical and Electrical Assets","RG41 5TU","","30312230","REAN001670","Project",""
"862","Defra","EA",2013-02-12,"Professional Services Other","National Facilities Manager","SPIE Matthew Hall","1150607",72000,"Remove current defective lighting. Supply and install T5 lighting to all Sheffield office areas.  Jan 2013 - Feb 2013.","DL1 4WB","","30270238","HOFAC00009","Project",""
"863","Defra","EA",2013-02-21,"Professional Services Other","NW Nuclear Regulation Mgr","Food Standards Agency","1152744",70400,"Production of 'Radioactivity in Food and the Environment' Report","YO1 7PR","","","HOOP000055","Project",""
"864","Defra","EA",2013-02-25,"Professional Services Other","Head of Research","Adas UK Ltd","1156431",69783.12,"River Frome Sediment Flux Monitoring & Sediment Fingerprinting Project ","WV9 5AP","","","HOEV111201","Project",""
"865","Defra","EA",2013-02-21,"Professional Services Other","NW Ambition Project Manager","Eden Rivers Trust","1155240",25000,"River Peterill Restoration Project","CA11 OAH","","","RENW002054","Project",""
"866","Defra","EA",2013-02-12,"Professional Services Other","E and B Land and Water","Salmon & Trout Association Trust","1151215",1e+05,"Riverfly Partnership - payments for services and database development","EC4R 9EL","","","EBPLW12019","Administration",""
"867","Defra","EA",2013-02-07,"Professional Services Other","Data Mapping, Modelling & Information","Swets Infomation Services","1149327",86416.09,"ScienceDirect ejournals 2013 subscription","OX14 1UQ","","","HOEV101104","Administration",""
"868","Defra","EA",2013-02-01,"Professional Services Other","National Permitting Service","Jacobs UK Ltd","1148290",40273.28,"Secondment charges for National Permitting Service","G2 7HX","","30350408","","Administration",""
"869","Defra","EA",2013-02-12,"Professional Services Other","SE Env Planning and Evidence Manager","Apem Ltd","1151099",36000,"South East catchment walkover surveys","SK4 4GN","","30181112","RESE000360","Project",""
"870","Defra","EA",2013-02-21,"Professional Services Other","SE West Thames - Ops Delivery | SE WT FCRM Ops South East","Amco Engineering","1155736",94779.05,"South East Watercourse maintenance","S75 1HT","","30343157","FRA15S203 | FRA15S207 | FRA15S215 | FRA16S247 | FRA16S231 | FRA16S238 | FRA16S240 | FRA15S172 | FRA15S174 | FRA15S002 | FRA15S039 | FRA15S050 | FRA15S075 | FRA15S105 | FRA15S133 | FRA15S140 | FRA15S149 | FRA15S167 | FRA15S170 | FRA16S216 | FRA16S244 | FRA16S264 | FRA16S266 | FRA16S219 | FRA16S221 | FRA16S223 | FRA16S224 | FRA16S225 | FRA16S230 | FRA15S173 | FRA15S003 | FRA15S005 | FRA15S055 | FRA15S120 | FRA15S129 | FRA15S143 | FRA15S151 | FRA15S169 | FRA16S241 | FRA15S171 | FRA15S021 | FRA15S202 | FRA15S044 | FRA16S249 | FRA16S220 | FRA16S242 | FRA15S107 | FRA16S259 | FRA16S213 | FRA16S222 | FRA16S234 | FRA15S098 | FRA16S263 | FRA16S235 | FRA15S026","Project",""
"871","Defra","EA",2013-02-14,"Professional Services Other","E and B Land and Water","Dialogue By Design","1152443",37532,"Catchment pilot project - staff costs: specialised facilitation and engagement support for the Water Framework Directive Catchment Pilot Project","SE21 8EN","","30214810","EBPLW11008","Administration",""
"872","Defra","EA",2013-02-12,"Professional Services Other","Evidence Assessment & Evaluation","DEFRA","1151194",50000,"Subscription to Defra-led Continuous Estimation of River Flows contract","YO1 7PX","","","HOEV101114","Administration",""
"873","Defra","EA",2013-02-07,"Professional Services Other","SE Capital WiP","Newey & Eyre Ltd","1148899",29280,"Supply six off electric motors for Thames Barrier Hydrant & Sprinkler fire prevention systems","B1S 1JD","","","IMTH001345","Administration",""
"874","Defra","EA",2013-02-12,"Professional Services Other","SE Capital WiP","Newey & Eyre Ltd","1151047",29754,"Supply 87 off Black Globe Lanterns, replace existing items on street columns in the south shore grounds at the Thames Barrier","B1S 1JD","","","IMTH000526","Project",""
"875","Defra","EA",2013-02-25,"Professional Services Other","SW Devon & Cornwall-Ops Delivery","Cormac Solutions Ltd","1155798",52733.4,"Supply of contract labour for river maintenance in West and Mid Cornwall to end of March 2013.","PL31 1DZ","","","","Administration",""
"876","Defra","EA",2013-02-12,"Professional Services Other","NW Capital WiP","Site Electrical Ltd","1150930",61517.48,"Supply of Replacement Pumps","M26 1WD","","30268013","IMNW000415","Project",""
