CODICE_MUSEO,CODICE_SEDE,PROVINCIA_SEDE,COMUNE_SEDE,DENOMINAZIONE_MUSEO,DENOMINAZIONE_SEDE,INDIRIZZO_SEDE,FRAZIONE_SEDE,CAP_SEDE,TELEFONO_SEDE,FAX_SEDE,EMAIL_SEDE,SITO_WEB_SEDE,SITO_WEB_SEDE_1,NOTE_SEDE,TIPO_RICONOSCIMENTO,TIPOLOGIA_MUSEO,TIPOLOGIA_ENTE_PROPRIETARIO,APERTURA_SEDE,TIPO_CHIUSURA,MOTIVAZIONE_CHIUSURA_TEMPO_DET,NOTE_APERTURA,DESCRIZIONE_ORARI_APERTURA,CHIUSURA_SETTIMANALE,NOTE_ORARI_APERTURA,PARCHEGGI_VICINI,PARCHEGGI_PERS_DISABILITA,BIGLIETTERIA,GUARDAROBA,AREA_ACCOGLIENZA,BOOKSHOP,CAFFETTERIA,AREA_ASSISTENZA_INFANZIA,NOTE_SPAZI_SERVIZIO_PUBBLICO,LABORATORIO_FOTOGRAFICO,LABORATORIO_RESTAURO,LABORATORIO_PREPARAZIONE,LABORATORIO_ANALISI,NOTE_LABORATORI,SERVIZI_IGIENICI,SERV_IG_PERS_DISABILITA,DOTAZ_INFORMATICHE_STUDIO,DOTAZ_INFORMATICHE_AREE_ESP,TIPO_ACCESSO_PERS_DISABILITA,GRATUITO_PAGAMENTO,GIORNO_INGRESSO_GRATIS,PREZZO_INTERO_EURO,PREZZO_RIDOTTO_EURO,PREZZO_GRUPPI_EURO,PREZZO_SCUOLE_EURO,PREZZO_ALTRO_EURO,BIGLIETTO_CUMULATIVO,FIDELIZZAZIONE,ABBONAMENTO,NOTE_MODALITA_ACCESSO,ANNO_RIF_VISITATORI,TOTALE_VISITATORI,SINGOLI,UNDER_18_OVER_65,GRUPPI_SCOLASTICI,GRUPPI_ORGANIZZATI,NOTE_AFFLUENZA_PUBBLICO,STORICO_VISITATORI,DOTATO_CARTA_SERVIZI,SERVIZIO_EDUCATIVO,BIBLIOTECA,FOTOTECA,ARCHIVIO,DEPOSITI_CONSULTABILI,ALTRO,NOTE_SERVIZI_UTENTI,DISP_SERVIZI_ONLINE,PRENOTAZIONE_ONLINE,ACQUISTI_ONLINE,CONSULTAZIONE_ARCHIVI_ONLINE,NOTE_SERVIZI_ONLINE,WGS84_X,WGS84_Y,LOCATION
501,642,BS,GARDONE RIVIERA,Museo Il Vittoriale degli Italiani,Il Vittoriale degli Italiani,"Via del Vittoriale, 12",,25083,0365 296511,0365 296512,vittoriale@vittoriale.it,http://www.vittoriale.it,,,Museo,Casa-Museo,FONDAZIONE (ESCLUSA FONDAZIONE BANCARIA),SI,,,,"Il Vittoriale è aperto tutto l'anno (esclusi i giorni 24 e 25 Dicembre, 1 Gennaio).

Orario estivo (dall'ultima domenica di marzo all'ultimo sabato di ottobre)
 Ingresso dalle ore 9.00 alle ore 19.00
 Chiusura alle ore 20.00
 Museo d'Annunzio Eroe e Prioria il lunedì visitabili dalle ore 10.00.

Orario invernale (dall'ultima domenica di ottobre all'ultimo sabato di marzo)
 Ingresso dalle ore 9.00 alle ore 16.00
 Chiusura ore 17.00
 Museo d'Annunzio Eroe e Prioria chiusi il lunedì.","Il parco storico del Vittoriale è aperto tutto l'anno senza giorno di chiusura esclusi i giorni 24 e 25 Dicembre, 1 Gennaio",,SI,SI,SI,SI,NO,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO PARZIALE,A PAGAMENTO,,8,6,6,6,16,SI,SI,NO,"servizi aggiuntivi:
Vittoriale e visita guidata al Museo D'Annunzio Eroe Euro 13,00 ridotti Euro 9,00
Vittoriale e visita guidata alla casa e al museo D'Annunzio Eroe Euro 16,00 ridotti Euro 13,00",2019,279328,230843,,37454,11031,,(2019:279328)|(2018:265146)|(2017:258555)|(2016:230000)|(2015:212768),SI,SI,SI,SI,SI,NO,NO,,SI,SI,SI,NO,Prenotazione e acquisto biglietti stagione teatrale,10.5674202,45.6226849,"(45.6226849, 10.5674202)"
2021,2083,BG,LOVERE,GALLERIA dell'ACCADEMIA TADINI,Galleria Tadini,Via Tadini 40,,24065,035 962780,035 4345158,direzione@academiatadini.it,http://www.accademiatadini.it,,"Gli uffici hanno sede in piazza Garibaldi 5, Lovere",Museo,Composito,FONDAZIONE (ESCLUSA FONDAZIONE BANCARIA),SI,,,"L'apertura è stagionale, da aprile ad ottobre, con orari differenziati e un totale di 26 ore a settimana, ulteriormente implementate d'estate. La Galleria è aperta su richiesta tutto l'anno per consentire lo svolgimento di attività svolte dai servizi educativi del museo e per visite guidate concordate.","Nel mese di aprile:
Sabato 15.00 - 19.00; domenica e festivi 10.00 - 12.00; 15.00 - 19.00

Da maggio a settembre:
Da martedì a sabato 15.00 - 19.00; domenica e festivi 10.00 - 12.00; 15.00 - 19.00

nel mese di ottobre
Sabato 15.00 - 19.00; domenica e festivi 10.00 - 12.00; 15.00 - 19.00


Aperta anche: Pasqua, lunedì dell-Angelo, 25 aprile, 1 maggio, 2 giugno, 15 agosto.
Da novembre a marzo la Galleria è aperta al pubblico solo su prenotazione per visite guidate o lo svolgimento di attività didattica.",lunedì,il museo è aperto abitualmente al pubblico da aprile (l'apertura coincide con le feste pasquali e può essere anticipata) a ottobre; nei restanti mesi dell'anno è fruibile su appuntamento o per lo svolgimento di attività concordate,SI,SI,SI,NO,SI,NO,NO,SI,"Caffetteria e ristorante, non presenti all'interno del museo, sono però ubicati a meno di 20 metri dall'edificio.",NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,prima domenica del mese per l'iniziativa Domenica al Museo,7,5,5,3,,NO,SI,NO,"Convenzioni stipulate con vari enti prevedono la possibilità di usufruire di riduzioni e agevolazioni particolari; dal 2005 ingresso ridotto anche per gli over 65 anni.
Dal 2015 il museo ha aderito alla Museum Card.
Dal 2015 il museo ha aderitoo all'iniziativa Domenica al Museo promossa dal Mibact e consente l'accesso libero e gratuito nel periodo di apertura, le prime domeniche del mese.
Il biglietto d'ingresso acquistato dagli studenti durante una visita scolastica consente un secondo ingresso gratuito per il titolare, e ridotto per un accompagnatore.",2019,7282,5037,1014,925,306,"non è possibile determinare con esattezza il numero dei biglietti under 18 perché sotto i 10 anni è prevista la gratuità, mentre tra i 10 e i 18 si applica la riduzione.",(2019:7282)|(2018:11404)|(2017:6684)|(2016:14530)|(2015:6887),NO,SI,SI,SI,SI,SI,NO,"Tutti i servizi sono disponibili, previo appuntamento (cfr. ambito 3.2.2)",SI,SI,SI,NO,"Il sito internet è stato integralmente rinnovato per offrire un servizio sempre più puntuale e un riscontro dello stato degli studi sulle collezioni museali. Fornisce inoltre informazioni su tutte le attività messe in campo dall' ente : attività didattica e misicale, mostre etc...",10.0730358,45.8145287,"(45.8145287, 10.0730358)"
2364,2613,BS,VALVESTINO,MUSEO DEL PARCO ALTO GARDA BRESCIANO - CENTRO VISITATORI,Museo Botanico Don Pietro Porta,"via Belvedere, 9",Moerna,25080,0365-745007,0365-745821,info@consorzioforestalevalvestino.com,http://www.consorzioforestalevalvestino.com,,,Museo,Territoriale,ENTE PUBBLICO,SI,,,,"Le domeniche da giugno a settembre dalle 14,30 alle 17,30",,,SI,SI,SI,NO,NO,SI,NO,NO,,NO,NO,NO,SI,,SI,SI,SI,SI,ACCESSO PARZIALE,A PAGAMENTO,"Durante particolari eventi quali convegni, manifestazioni culturali",5,4,4,3,3,NO,NO,NO,"Il biglietto al costo di€ 3,00 si applica ai possessori di Riviera Card e Promotion Card. E'possibile acquistare dei biglietti voucher presso l'ufficio informazioni di Tignale",2019,512,344,,,,,(2019:512)|(2018:949)|(2017:740)|(2016:1108)|(2015:2492),SI,SI,SI,NO,NO,NO,SI,"Il percorso museale si completa con un percorso circolare esterno in cui ERSAF ha realizzato l'Osservatorio Naturalistico della biodiversità, visitabile a tutti e dove è possibile condurre osservazioni e raccogliere dati che vengono poi rielaborati nei laboratori didattici organizzati dal Museo. Inoltre nel 2014 è stato realizzato un percorso avventura denominato Flying frogs che integra i percorsi didattici con momenti ludici e offre ai visitatori la possibilità di prolungare la visita al Museo e alle strutture ad esso connesse.",SI,SI,NO,NO,"Possibilità di prenotare via e_mail.
Nel portale del Parco è presente una sezione dedicata al Museo del Parco Alto Garda Bresciano - Centro Visitatori  con tutte le informazioni necessarie e i moduli per la prenotazione.",10.5941354,45.7707889,"(45.7707889, 10.5941354)"
322,522,PV,VIGEVANO,MUSEO DEL TESORO DEL DUOMO DI VIGEVANO,Museo del Tesoro del Duomo,Piazza S.Ambrogio 14,,27029,0381 691389,0381 691389,museodeltesoro@libero.it,https://mtdvigevano.it/,,,Raccolta Museale,Arte,ENTE ECCLESIASTICO,SI,,,,"sabato dalle 14.30 alle 18.30
domenica dalle 9.30 alle 12.30 e dalle 14.30 alle 18.30",,apertura fuori orario per gruppi  o studiosi,SI,SI,SI,NO,SI,SI,NO,NO,,NO,NO,NO,NO,,SI,NO,NO,NO,ACCESSO ASSENTE,GRATUITO,sempre,,,,,,NO,NO,NO,,2019,4320,3120,2820,300,900,"Il Museo del Tesoro di Vigevano ha riaperto il giorno 11 maggio 2020, dopo prolungata chiusura per ristrutturazione ed ampliamento.",(2019:4320)|(2018:)|(2017:8900)|(2016:7000)|(2015:2900),NO,SI,NO,NO,NO,SI,NO,,NO,NO,NO,NO,,8.8600109,45.3170681,"(45.3170681, 8.8600109)"
1081,1262,CR,CREMA,MUSEO CIVICO DI CREMA E DEL CREMASCO,Convento di S. Agostino (ex) - complesso,"Piazzetta Winifred Terni de Gregorj, 5",,26013,0373 257161,0373 86849,museo@comune.crema.cr.it,http://www.museocrema.it,,,Museo,Territoriale,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"il Museo di Crema osserva i seguenti orari di apertura
martedì 14-17,30
da mercoledì a venerdì 10-12 e 14-17,30
sabato e domenica 10-12 e 15,30-18,30","Martedì a venerdì 10-12, 14:00-17:30.
Sabato e domenica 10-12, 15:30-18:30.",Lunedì.,Il museo essendo inserito in un contesto divenuto il cuore delle attività culturali della città effettua frequentemente aperture serali.,SI,SI,NO,NO,SI,SI,SI,SI,"Sala accoglienza, guardaroba, bookshop, e caffetteria saranno realizzati nel 2010, successivamente al completamento (2009) della ristrutturazione dell'ala occidentale del Museo.",NO,SI,NO,NO,"Dal 2007 il Museo ha attivato convenzioni con laboratori di restauro esterni alla propria struttura, certificati dalla Soprintendenza per i Beni Artistici, e con un laboratorio fotografico per la documentazione iconografica delle collezioni di arte e grafica. Nel 2008 il Museo ha fatto eseguire analisi radiometriche e dendrocronologiche su campioni della propria collezione di monossili ad un laboratorio esterno, in accordo con la Soprintendenza Archeologica della Lombardia.",SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,Il Muse di Crema aderisce al progetto # Passaporto  Lombardia dal 2016,2019,15218,9301,,3272,2645,,(2019:15218)|(2018:9827)|(2017:8441)|(2016:8946)|(2015:7000),SI,SI,SI,SI,SI,SI,NO,,SI,NO,NO,SI,"Sul sito istituzionale del Comune di Crema (http://www.comune.crema.cr.it/node/1855), sono disponibili la consultazione on line della rivista scientifica del Museo Insula Fulcheria, la descrizione e, in parte, la visita delle sale espositive del Museo e di alcune sezioni speciali, oltre che di fondi della Biblioteca del Museo, l'accesso alle schede informatizzate dei beni museali artistici in ambito SIRBeC.
La biblioteca del Museo è stata immessa nel patrimonio bibliografico della Rete Bibliotecaria Cremonese e il patrimonio è ricercabile sul relativo opac (https://opac.provincia.brescia.it/).",9.6905966,45.361825,"(45.361825, 9.6905966)"
444,2568,BS,BIENNO,"MUSEO ETNOGRAFICO DEL FERRO, DELLE ARTI E DELLE TRADIZIONI POPOLARI",Fucina Ludoteca,VIA ARTIGIANI,,25040,0364306008,0364406610,info@comune.bienno.bs.it,http://www.comune.bienno.bs.it,,,Museo,Etnografica e Antropologica,COMUNE,SI,,,,"Da martedì a domenica dalle ore 9,00 alle ore 12,00 e dalle 14,00 alle 17,00 anche su richiesta.",Lunedì,Su prenotazione può essere aperto di lunedì,SI,SI,NO,NO,SI,NO,NO,SI,,NO,NO,SI,NO,Laboratori specifici per la tipologia del museo.,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,solo in occasione di eventi particolari,2,1.5,,,1,NO,NO,NO,"Per le strutture ricettive e Agenzie Viaggi il biglietto ha una riduzione del 50%
I biglietti vengono venduti anche presso l'ufficio turistico sito in piazza Liberazione a Bienno.

Le tariffe deliberate sono anche: Euro 3,00 Intero per ingresso a più musei ed Euro 2,00 Ridotto per ingresso più Musei.",2019,4015,1086,,1254,1675,,(2019:4015)|(2018:4015)|(2017:5033)|(2016:4560)|(2015:4200),NO,SI,SI,NO,SI,SI,NO,BIBLIOTECA COMUNALE CON SEZIONE ETNOGRAFICA CONTENENTE TESTI ATTINENTI L'ATTIVITA' DI LAVORAZIONE DEL FERRO E STUDI SCIENTIFICI AD ESSA COLLEGATI.,SI,SI,NO,NO,,10.2890965,45.9337396,"(45.9337396, 10.2890965)"
3949,3851,MI,MILANO,Orto Botanico di Brera,Orto Botanico di Brera,"Via Brera, 28",,,,,,,,,Museo,Orto botanico,UNIVERSITA' STATALI - NON STATALI,SI,,,,"Lun-sab non festivi, dalle 10:00 alle 18:00 (dal 1 aprile al 31 ottobre)
Lun-sab non festivi, dalle 9:30 alle 16:30 (dal 1 novembre al 31 marzo)",Da Marzo a Ottobre apperture straordinarie prima domenica del mese.,,SI,NO,NO,NO,SI,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,NO,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,,,,,2019,210310,,,3100,1005,"Nel ""Totale visitatori"" sono inclusi i visitatori durante la manifestazione FuoriSalone del Mobile 2019, stimabili in circa 120000 persone",(2019:210310)|(2018:190588)|(2017:150000)|(2016:0)|(2015:0),,SI,NO,NO,NO,NO,NO,"L'Orto Botanico di Brera possiede una peculiare collezione di volumi su temi connessi alle attività del giardino e ha recuperato altresì la collezione di volumi di storia della scienza, della fisica e dell'astronomia e della strumentazione scientifica del precedente Museo Astronomico-Orto Botanico di Brera, di cui faceva parte. Al momento le collezioni sono in via di ricollocazione a seguito della riorganizzazione degli spazi dovuta all'istituzione del nuovo museo e saranno quindi oggetto di riordinamento con l'obiettivo di rendere la biblioteca fruibile su appuntamento. Analogamente è in corso di ricollocazione della documentazione del funzionamento dell'Orto nella sua storia più recente e la ricca fototeca, di cui è in programma di avviare l'inventario già nel corso del 2018.",NO,NO,NO,NO,,9.188441,45.471996,"(45.471996, 9.188441)"
821,962,CO,COMO,MUSEO DIDATTICO DELLA SETA,Museo Didattico della Seta,Via Castelnuovo 9,,22100,031 303180,031 303180,info@museosetacomo.com,http://www.museosetacomo.com,,,Museo,Specializzato,ENTE DI DIRITTO PRIVATO,SI,,,"Orario di apertura al pubblico

Da martedì a venerdì dalle 10.00 alle 18.00
Sabato dalle 10.00 alle 13.00
Domenica e festivi su prenotazione per gruppi


Opening time
Tuesday to Friday: 10.00 am to 6.00 pm
Saturday: 10.00 am to 1.00 pm
Sunday and Holiday booking required for group",Dal martedì al venerdì dalle ore 10 alle 18 Sabato dalle ore 10 alle 13,Domenica e lunedì,,SI,SI,SI,SI,SI,SI,NO,NO,"L'apertura della sala Nuovo Ingresso offre oggi migliori servizi per l'accoglienza: la Biglietteria, compresi Servizi e Guardaroba, lo Shop.",NO,SI,SI,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,Non definito: vedi Note,10,7,7,4,,SI,SI,SI,"Il Museo ha firmato nel 2015 la convenzione Abbonamento Musei Lombardia, rinnovata nel 2016 e nel 2017.
Giorno di ingresso gratuito in occasione di apertura di mostre, della Settimana della cultura, o avvenimenti particolari, p.e. La notte dei Musei e La giornata dei Nonni , la Notte dei Ricercatori e convenzioni particolari con gli Enti Pubblici, Comune, Provincia e Camera di Commercio di Como.
Adesione alla giornata nazionele della famiglia al Museo FAMU.
Sono attive convezioni con Touring Club Italiano, ACI, Unicredito, Ferrovie Nord, Navigazione Laghi, che danno diritto a riduzioni sul biglietto d'ingresso.",2019,12322,4350,,3696,4276,,(2019:12322)|(2018:11209)|(2017:7272)|(2016:6992)|(2015:6598),NO,SI,SI,SI,SI,SI,SI,"Si attua un servizio continuo di assistenza riservato a studenti, tesisti, studiosi e ricercatori, su appuntamento.",SI,SI,SI,NO,"Con l'approntamento del futuro sito web del Museo, si potranno attivare diversi servizi on-line, alcuni dei quali già operativi, come quelli per prenotare la visita guidata e per acquistare filati in seta.
Sono attivi gli aggiornamenti sui social net.",9.0943457,45.803163,"(45.803163, 9.0943457)"
2315,2367,CR,SAN DANIELE PO,MUSEO PALEOANTROPOLOGICO DEL PO,Museo Paleoantropologico del Po,via Faverzani 11,,26046,0372/65536,0372/65079,direttore@museosandanielepo.com,http://www.museosandanielepo.com,,,Museo,Storia Naturale e scienze naturali,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"Attualmente il museo è aperto 25 ore settimanali, dal lunedi al venerdi dalle 8.00 alle 13.00 e tutte le domeniche dalle 14.00 ale 19.00.
Vengono inoltre effettuate aperture supplementari in relazione a particolari giornate o festività.","dal martedì al venerdì dalle ore 8.00 alle ore 13.00
domenica dalle 14.00 alle 19.00",lunedì e sabato,,SI,SI,SI,SI,SI,SI,NO,NO,"La biglietteria ospita un ufficio informativo con la funzione di illustrare le attività museali, le attività dell'associazione che gestisce il museo ed alcune offerte turistiche del territorio.",NO,SI,SI,SI,Il museo è dotato di un laboratorio di preparazione conservativa e restauro e di un laboratorio di didattica naturalistica.,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,,,,,,,NO,NO,NO,"Le tariffe di ingresso variano in funzione del tipo e della durata dell'attività svolta.
Le tariffe sono differenziate tra:
visita libera 2,00 euro
visita guidata 4,00 euro
Visita guidata e attività di Laboratorio 5,00 euro
Visita guidata e attività in Oasi naturalistica 5.00 euro
Attività di Laboratorio e in Oasi naturalistica 5.00 euro
Intera giornata di attività didattica 10,00 euro",2019,2472,828,2050,1554,90,i dati relativi a under 18 e over 60 sono stimati,(2019:2472)|(2018:1786)|(2017:1563)|(2016:1628)|(2015:1512),SI,SI,SI,NO,NO,SI,SI,"Il museo è fornito di un laboratorio didattico, molto frequentato dalle scolaresche per attività di diverso genere, dall'educazione ambientale, alla paleontologia, geologia, botanica ed entomologia.",SI,SI,NO,NO,"Grazie al sito internet del Museo è possibile effettuare visite virtuali, nonchè entrare in contatto con il personale del museo e conoscere le attività collaterali e le novità museali prenotando anche visite guidate.",10.1736178,45.0677595,"(45.0677595, 10.1736178)"
282,2665,VA,VIGGIU',MUSEI CIVICI ENRICO BUTTI,Museo della Scultura viggiutese dell'Ottocento,Via Roma 49,,21059,0332 486510,0332 488861,museobutti@comune.viggiu.va.it,http://www.museiciviciviggiutesi.com,,,Raccolta Museale,Arte,COMUNE,SI,,,,Apertura su richiesta telefonica allo 0332486510,,,SI,SI,NO,NO,SI,NO,NO,NO,Vedi scheda Museo Butti,NO,NO,NO,NO,Vedi scheda Museo Butti,SI,SI,SI,NO,ACCESSO PARZIALE,GRATUITO,,,,,,,NO,NO,NO,,2019,920,700,,160,60,numero visitatori stimato,(2019:920)|(2018:1500)|(2017:1000)|(2016:1600)|(2015:1500),NO,NO,SI,SI,SI,NO,NO,,NO,NO,NO,NO,,8.9082026,45.8718561,"(45.8718561, 8.9082026)"
2195,2255,SO,CHIAVENNA,MUSEO DELLA VALCHIAVENNA,Mulino di Bottonera,Via Marmirola,,23022,0343 33795,0343 34334,cmvalchiavenna.museo@provincia.so.it,http://www.valchiavennaonline.com,,,Raccolta Museale,Composito,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,"Da aprile a metà giugno sabato, domenica e festivi dalle 14.30 alle 17.30. Da metà giugno a metà settembre aperto tutti giorni tranne il martedì dalle 15 alle 18. Da metà settembre ai primi di novembre aperto sabato, domenica e festivi dalle 14.30 alle 17.30. Apertura anche su prenotazione.","Dal 19 aprile al 8 giugno sabato, domenica e festivi dalle 14.30 alle 17.30. Dal 15 giugno al 14 settembre aperto tutti giorni tranne il martedì dalle 15 alle 18. Dal 21 settembre al 2 novembre aperto  sabato, domenica e festivi dalle 14.30 alle 17.30",,,SI,SI,SI,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,,SI,NO,ACCESSO ASSENTE,A PAGAMENTO,,3,1.5,1.5,1.5,,SI,SI,NO,I biglietti sono in vendita anche presso il Consorzio per la Promozione Turistica della Valchiavenna,2019,7461,6327,,669,465,"Il totale dei visitatori del Museo della Valchiavenna comprende: Parco archeologico botanico del Paradiso/Torrione e Museo Archeologico della Caurga + Mulino di Bottonera.
Le celle riguardanti gli under 18, 18-60 over 60 non sono compilate poiché nel numero di visitatori singoli sono conteggiati anche i gruppi scolastici e organizzati divisi per età.",(2019:7461)|(2018:6520)|(2017:7133)|(2016:8207)|(2015:7433),NO,SI,SI,NO,SI,SI,NO,E' possibile usufruire della biblioteca e dell'archivio  della Comunità Montana della Valchiavenna,NO,NO,NO,NO,Il sito web è in fase di ristrutturazione,9.4055241,46.323712,"(46.323712, 9.4055241)"
2520,2604,LC,LECCO,MUSEO STORICO,Museo Storico,Corso Matteotti 32,,23900,0341.481248,0341.369251,musei.scienze@comune.lecco.it,http://www.museilecco.org,,,Raccolta Museale,Storia Naturale e scienze naturali,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"dalle ore 9.30 alle 14.00, tuti i giorni tranne il Lunedì.",,,NO,NO,SI,NO,NO,NO,NO,NO,,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,,6,4,4,4,2,SI,SI,NO,Biglietto ridotto speciale (€ 2) per le scuole dell'obbligo di Lecco,2019,5700,3001,2439,130,130,"Esclusi i partecipanti a manifestazioni organizzate in situ, con ingresso gratuito anche ai Musei",(2019:5700)|(2018:5905)|(2017:2668)|(2016:1651)|(2015:1328),NO,SI,SI,SI,SI,SI,SI,"Il Museo Storico ha aggregato anche la Sezione Separata d'Archivio che, in mancanza dell'Archivio di Stato a Lecco, funge da riferimento e collabora con la Soprintendenza Archivistica per la tutela, valorizzazione e conservazione dei fondi archivistici e documentari della Provincia di Lecco.
La Biblioteca Specializzata, la Fototeca e l'Archivio sono centralizzati per tutti i musei di proprietà del Comune di Lecco e sono collocati a Villa Manzoni.",NO,NO,NO,NO,"Nel caso del Museo Storico si evidenzia la presenza ampia di apparati multimediali audiovisivi), che può supportare la visita anche di persone con disabilità, oltre al fatto che per loro è possibile attivare un altro ingresso privo di barriere architettoniche e con uso di acensore.",9.3976607,45.8595983,"(45.8595983, 9.3976607)"
3558,3326,BS,TOSCOLANO-MADERNO,Museo della Carta di Toscolano Maderno,Museo della Carta,VIA VALLE DELLE CARTIERE,,25088,0365641050,,info@valledellecartiere.it,http://www.valledellecartiere.it,,,Raccolta Museale,Specializzato,COMUNE,SI,,,"La chiusura stagionale è dovuta a due motivi principali:
- la scarsa affluenza di visitatori durante il periodo invernale;
- l'agibilità viaria precaria nel periodo invernale: la valle delle cartiere nei mesi invernali, a causa della conformazione geologica delle rocce, è spesso interessata da frane, micro-frane e fenomeni di smottamento che ne rendono precaria la fruibilità.","Dal 1 aprile al 30 settembre: dal lunedi' alla domenica 10.00 - 18.00 con orario continuato 
Ottobre: Sabato e domenica 10.00 - 17.00 con orario continuatoIl Museo e' aperto tutto l'anno su prenotazione per scolaresche o gruppi",nessuno,"I dati inseriti nei campi numero totale di ore settimanali di apertura (orario invernale) e numero totale di giorni di apertura settimanali (orario invernale) si riferiscono al solo mese di ottobre, che rispetto agli altri mesi di apertura ha un orario ridotto. Da novembre a marzo il museo resta chiuso, essendo Toscolano Maderno zona turistica e la Valle delle Cartiere poco frequentata da novembre a febbraio/marzo.",SI,SI,SI,NO,SI,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,,7,5,5,5,,NO,NO,NO,"Il museo dovrebbe in un prossimo futuro aderire al sistema di bigliettazione di Garda Musei, ma attualmente mantiene un sistema di bigliettazione tradizionale.

Il museo è in contatto con alcune realtà alberghiere locali alle quali fornisce coupon dedicati ai clienti delle strutture con sconti sul biglietto d'ingresso al museo.",2019,18829,11183,4826,6800,846,Il numero dei visitatori in gruppo scolastico è stimato.,(2019:18829)|(2018:19989)|(2017:16094)|(2016:13086)|(2015:0),NO,SI,SI,NO,NO,SI,NO,,NO,NO,NO,NO,,10.60959413,45.64161074,"(45.64161074, 10.60959413)"
2204,2599,PV,PAVIA,SISTEMA MUSEALE DI ATENEO,museo della tecnica elettrica,via ferrata,,27100,0382 984104,0382 984102,info@museotecnica.it,http://www-3.unipv.it/museotecnica/,,,Museo,Composito,UNIVERSITA' STATALI - NON STATALI,SI,,,,"Lunedì, mercoledì e venerdì dalle 9 alle 12,30 e dalle 13,30 alle 16,30
1° sabato del mese dalle 14 alle 17","Il Museo apre il 1° sabato del mese dalle 14 alle 17, esegue inoltre aperture straordinarie in occasione di eventi organizzati, di manifestazioni promosse dagli enti territoriali e dal MIBACT

Il numero corretto di ore di apertura settimanali è 6,30: il sistema non consente l'imputazione dei decimali, si arrotonda qui per eccesso in quanto lo stesso problema si è verificato  in un'altra sezione dove il totale è stato arrotondato per difetto (museo Golgi).",,SI,SI,SI,SI,SI,SI,NO,NO,Il Museo è dotato di macchine erogatrici di bevande calde e fredde e di snack posizionate in un locale dedicato,NO,NO,SI,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,,6,4,,,,NO,NO,NO,"Dal 23 aprile 2016 l'accesso ai musei universitari è a pagamento. Il biglietto d'ingresso, di € 6 (ridotto € 4) ha validità un mese e dà diritto all'accesso a tutti i musei.
L'ingresso è gratuito per gli studenti fino a 26 anni, gli over 65 e i portatori di disabilità. Le scuole accedono gratuitamente e pagano solo la visita guidata € 3 per alunno",2019,29463,,,,,"Dati stimati. Attualmente solo il Museo Kosmos è dotato di biglietteria automatizzata che fornisce reportistica dettagliata. A partire da marzo 2020 è previsto che tutti i Musei acquisiscano un sistema di biglietteria automatizzato, consentendo l'inserimento di dati parziali.",(2019:29463)|(2018:15268)|(2017:10594)|(2016:22194)|(2015:16677),NO,SI,SI,NO,SI,NO,NO,,SI,NO,NO,SI,"E' stato realizzato un sito internet (musei.unipv.eu) dedicato a tutte le collezioni conservate presso l'Università di Pavia, nel quale è possibile reperire informazioni su ubicazione, storia e consistenza delle collezioni, accedere, ove presenti, ai cataloghi informatizzati e compiere, in alcuni casi, visite virtuali.",9.1398918,45.2018541,"(45.2018541, 9.1398918)"
